connectomeId,numOfEdges,edgeTypeName,neuronReceiver,neuronSender
1,1,syn,I1L,I3
2,1,syn,I1R,I3
3,1,syn,I6,I3
4,1,syn,I6,I2L
5,1,syn,I6,I2R
6,1,syn,I6,NSML
7,1,syn,I6,NSMR
8,1,syn,M1,I3
9,1,syn,M1,I2L
10,1,syn,M1,I2R
11,1,syn,M1,I5
12,1,syn,M1,I1L
13,1,syn,M1,I1R
14,1,syn,M1,M5
15,1,syn,M1,MI
16,1,syn,M1,I4
17,1,syn,M1,M4
18,1,syn,M2L,I3
19,1,syn,M2L,I1L
20,1,syn,M2L,I1R
21,1,syn,M2L,MI
22,3,syn,ADFL,ASHL
23,9,syn,ADFL,AWBL
24,1,syn,M2R,I3
25,1,syn,M2R,I1L
26,1,syn,M2R,I1R
27,1,syn,M2R,MI
28,1,syn,ADFR,AIYR
29,1,syn,ADFR,ASEL
30,2,syn,ADFR,ASHR
31,3,syn,ADFR,AVHL
32,3,syn,ADFR,AWAR
33,4,syn,ADFR,AWBR
34,1,syn,ADFR,PVPR
35,1,syn,ADFR,RIH
36,1,syn,M3L,I3
37,1,syn,M3L,M1
38,1,syn,M3L,I5
39,1,syn,M3L,I1L
40,1,syn,M3L,I1R
41,1,syn,M3L,MI
42,1,syn,M3L,NSML
43,1,syn,M3L,NSMR
44,1,syn,M3L,I4
45,1,syn,M3L,I6
46,1,syn,ADLL,AVHR
47,1,syn,ADLL,CEPVL
48,1,syn,ADLL,SDQR
49,1,syn,M3R,I3
50,1,syn,M3R,M1
51,1,syn,M3R,I5
52,1,syn,M3R,I1L
53,1,syn,M3R,I1R
54,1,syn,M3R,MI
55,1,syn,M3R,NSML
56,1,syn,M3R,NSMR
57,1,syn,M3R,I4
58,1,syn,M3R,I6
59,2,syn,ADLR,AIAR
60,2,syn,ADLR,AVHR
61,1,syn,M4,I3
62,1,syn,M4,I5
63,1,syn,M4,NSML
64,1,syn,M4,NSMR
65,1,syn,M4,I6
66,4,syn,AFDL,AINR
67,2,syn,AFDL,ASER
68,5,syn,AFDL,AWAL
69,1,syn,MCL,I3
70,1,syn,MCL,M1
71,1,syn,MCL,I2L
72,1,syn,MCL,I2R
73,1,syn,MCL,I1L
74,1,syn,MCL,I1R
75,5,syn,AFDR,AINL
76,1,syn,AFDR,AINR
77,2,syn,AFDR,ASER
78,7,syn,AFDR,AWAR
79,1,syn,AFDR,RIR
80,1,syn,MCR,I3
81,1,syn,MCR,M1
82,1,syn,MCR,I1L
83,1,syn,MCR,I1R
84,1,syn,NSML,I3
85,1,syn,NSML,I2L
86,1,syn,NSML,I2R
87,1,syn,NSML,I5
88,1,syn,NSML,I1L
89,1,syn,NSML,I1R
90,1,syn,NSML,I4
91,1,syn,NSML,I6
92,1,syn,NSMR,I3
93,1,syn,NSMR,I2L
94,1,syn,NSMR,I2R
95,1,syn,NSMR,I5
96,1,syn,NSMR,I1L
97,1,syn,NSMR,I1R
98,1,syn,NSMR,I4
99,1,syn,NSMR,I6
100,1,syn,IL1L,ADEL
101,1,syn,IL1L,IL1VL
102,1,syn,IL1L,IL2L
103,1,syn,IL1L,URBL
104,2,syn,IL2L,ADEL
105,1,syn,IL2L,IL2VL
106,2,syn,IL2L,RIH
107,2,syn,OLLL,ADEL
108,2,syn,OLLL,CEPDL
109,4,syn,OLLL,CEPVL
110,1,syn,OLLL,SAADR
111,1,syn,CEPDL,ADEL
112,3,syn,CEPDL,ALML
113,3,syn,CEPDL,OLLL
114,1,syn,CEPDL,RIH
115,1,syn,CEPDL,RMGL
116,1,syn,CEPDL,URBL
117,2,syn,OLLR,ADER
118,1,syn,OLLR,ADLR
119,8,syn,OLLR,CEPDR
120,7,syn,OLLR,CEPVR
121,2,syn,OLLR,IL2R
122,1,syn,OLLR,RIS
123,2,syn,OLLR,RMDL
124,1,syn,OLLR,SAAVL
125,1,syn,OLLR,VC05
126,1,syn,CEPDR,ADER
127,1,syn,CEPDR,ALMR
128,1,syn,CEPDR,IL2DR
129,2,syn,CEPDR,OLLR
130,1,syn,CEPDR,RIH
131,1,syn,CEPDR,RIS
132,1,syn,CEPDR,URBR
133,1,syn,OLQVL,ADFL
134,1,syn,OLQVL,ADLL
135,6,syn,OLQVL,CEPVL
136,1,syn,OLQVL,IL2VL
137,8,syn,OLQVL,IL2L
138,1,syn,OLQVL,RIH
139,1,syn,ASHR,ADFR
140,3,syn,ASHR,ADLR
141,1,syn,ASHR,ASIR
142,2,syn,ASHR,AWBR
143,2,syn,ASHR,HSNL
144,1,syn,ASHR,PVPR
145,2,syn,ASHR,RIFR
146,1,syn,ASHR,RMGR
147,1,syn,AWBR,ADFR
148,1,syn,AWBR,AVHL
149,1,syn,AWBR,AWAR
150,2,syn,AWBR,HSNL
151,1,syn,AWBR,RIR
152,3,syn,ASER,ADLL
153,1,syn,ASER,ADLR
154,1,syn,ASER,AFDR
155,3,syn,ASER,AIAL
156,1,syn,ASER,AIAR
157,1,syn,ASER,AIBL
158,2,syn,ASER,AINR
159,1,syn,ASER,ASIL
160,2,syn,ASER,AWAR
161,1,syn,ASER,PVQR
162,2,syn,ASHL,ADLL
163,1,syn,ASHL,AIAL
164,1,syn,ASHL,HSNL
165,2,syn,ASHL,HSNR
166,1,syn,ASHL,RMGL
167,1,syn,ASHL,URXL
168,2,syn,AWBL,ADLL
169,1,syn,AWBL,AWAL
170,2,syn,AWBL,HSNL
171,1,syn,AWBL,HSNR
172,3,syn,AWCR,ADLR
173,1,syn,AWCR,AIAL
174,3,syn,AWCR,AIAR
175,1,syn,AWCR,AIYL
176,1,syn,AWCR,ASEL
177,1,syn,AWCR,ASER
178,2,syn,AWCR,ASIL
179,2,syn,AWCR,ASIR
180,1,syn,AWCR,AWCL
181,1,syn,ASGL,AIAL
182,2,syn,ASGL,AIML
183,1,syn,ASGL,AWAL
184,3,syn,ASKL,AIAL
185,2,syn,ASKL,AIML
186,1,syn,ASKL,ASGL
187,1,syn,ASKL,ASHL
188,2,syn,ASKL,ASIL
189,4,syn,ASKL,ASJL
190,1,syn,ASKL,AVFR
191,1,syn,ASKL,HSNL
192,4,syn,ASKL,PVQL
193,2,syn,ASGR,AIAR
194,2,syn,ASGR,AIMR
195,1,syn,ASGR,AINL
196,1,syn,ASGR,AWBR
197,1,syn,ASGR,AWCR
198,1,syn,ASGR,CEPVR
199,1,syn,AWAR,AIAR
200,1,syn,AWAR,AIYR
201,1,syn,AWAR,ASER
202,1,syn,AWAR,ASKR
203,2,syn,AWAR,PVQR
204,3,syn,ASEL,AINL
205,1,syn,ASEL,AINR
206,1,syn,ASEL,AIZL
207,2,syn,ASEL,ASIR
208,4,syn,ASEL,AWAL
209,1,syn,ASEL,AWAR
210,1,syn,ASEL,AWCL
211,1,syn,ASEL,AWCR
212,1,syn,AWCL,AIAR
213,1,syn,AWCL,AIYL
214,4,syn,AWCL,ASEL
215,1,syn,AWCL,ASER
216,2,syn,AWCL,ASIL
217,1,syn,AWCL,ASIR
218,5,syn,AWCL,AWCR
219,1,syn,I2L,M1
220,1,syn,I2R,M1
221,1,syn,I3,M1
222,1,syn,I4,M1
223,1,syn,I4,I2L
224,1,syn,I4,I2R
225,1,syn,I4,I5
226,1,syn,I5,M1
227,1,syn,I5,I1L
228,1,syn,I5,I1R
229,1,syn,I5,M5
230,1,syn,I5,MI
231,1,syn,ASJL,AVFR
232,1,syn,ASJL,PVQL
233,2,syn,ASJR,AIMR
234,1,syn,ASJR,HSNL
235,1,syn,M5,M1
236,1,syn,M5,I5
237,3,syn,ASKR,AIMR
238,4,syn,ASKR,ASJR
239,4,syn,ASKR,PVQR
240,1,syn,OLQDR,AIMR
241,5,syn,OLQDR,CEPDR
242,2,syn,OLQDR,IL2R
243,2,syn,OLQDR,RIH
244,1,syn,OLQDR,RIPL
245,1,syn,OLQDR,RIPR
246,3,syn,AWAL,AIYL
247,2,syn,CEPVL,ALML
248,4,syn,CEPVL,OLLL
249,1,syn,CEPVL,RIAL
250,1,syn,CEPVL,RIH
251,2,syn,CEPVL,RIS
252,1,syn,CEPVR,ALMR
253,1,syn,CEPVR,ASKR
254,6,syn,CEPVR,OLLR
255,1,syn,CEPVR,RIAR
256,2,syn,CEPVR,RIH
257,1,syn,CEPVR,RIS
258,4,syn,IL1DL,CEPDL
259,1,syn,IL1DL,IL1L
260,7,syn,IL1DL,IL2DL
261,1,syn,IL1DL,PVR
262,2,syn,IL1DL,URADL
263,5,syn,IL1DR,CEPDR
264,1,syn,IL1DR,IL1R
265,7,syn,IL1DR,IL2DR
266,2,syn,IL1DR,OLLR
267,1,syn,IL1DR,PVR
268,1,syn,IL1DR,URADR
269,2,syn,IL1VL,CEPVL
270,7,syn,IL1VL,IL2VL
271,2,syn,IL1VL,OLLL
272,2,syn,IL1VL,OLQVL
273,1,syn,IL1VL,PVR
274,1,syn,IL1VL,URYVL
275,2,syn,IL1VR,CEPVR
276,6,syn,IL1VR,IL2VR
277,1,syn,IL1VR,OLLR
278,1,syn,IL1VR,OLQVR
279,1,syn,IL1VR,PVR
280,1,syn,IL1VR,URYVR
281,1,syn,IL1R,CEPDR
282,1,syn,IL1R,IL1VR
283,1,syn,IL1R,IL2R
284,1,syn,IL1R,RIAR
285,1,syn,IL1R,URAVR
286,3,syn,IL1R,URBR
287,1,syn,IL2VL,OLQVL
288,2,syn,IL2VR,CEPVR
289,1,syn,IL2VR,IL1VR
290,1,syn,IL2R,OLLR
291,1,syn,IL2R,RIH
292,1,syn,IL2R,URBR
293,6,syn,OLQDL,CEPDL
294,2,syn,OLQDL,IL2DL
295,5,syn,OLQDL,IL2L
296,4,syn,OLQDL,RIH
297,1,syn,OLQDL,RIPL
298,1,syn,OLQDL,RIPR
299,3,syn,OLQVR,CEPVR
300,2,syn,OLQVR,IL2VR
301,7,syn,OLQVR,IL2R
302,6,syn,OLQVR,RIH
303,1,syn,OLQVR,URXR
304,1,syn,ALML,AIML
305,2,syn,ALML,RIFL
306,1,syn,ALML,RMGL
307,1,syn,ALML,SDQL
308,1,syn,ALMR,BDUR
309,1,syn,AVM,PVM
310,1,syn,AVM,AVKL
311,2,syn,PVM,PDEL
312,1,syn,PVM,AVKL
313,2,syn,PLMR,AVJL
314,1,syn,ALNL,RIGL
315,1,syn,ALNL,RMGL
316,1,syn,ALNL,SAAVL
317,1,syn,ALNR,RIGR
318,1,syn,ALNR,RMGR
319,1,syn,PLNL,SMBVL
320,2,syn,FLPL,FLPR
321,2,syn,FLPL,ADEL
322,1,syn,FLPL,ADER
323,1,syn,FLPL,AIBL
324,1,syn,FLPL,SDQL
325,1,syn,FLPL,PVCR
326,1,syn,FLPR,FLPL
327,1,syn,FLPR,ADER
328,1,syn,FLPR,ADAL
329,1,syn,PVDL,PVDR
330,1,syn,PVDL,PVCR
331,2,syn,BAGL,AQR
332,3,syn,BAGL,AINL
333,2,syn,BAGL,RIBR
334,1,syn,BAGR,IL2VL
335,1,syn,BAGR,BAGL
336,2,syn,BAGR,AQR
337,3,syn,BAGR,AINR
338,1,syn,BAGR,RIBL
339,1,syn,BAGR,RIGL
340,1,syn,BAGR,RIH
341,1,syn,BAGR,RIR
342,2,syn,URXL,IL2L
343,1,syn,URXL,AQR
344,5,syn,URXL,RIR
345,1,syn,URXL,RMGL
346,4,syn,URXL,URBL
347,1,syn,URXR,ADFR
348,2,syn,URXR,IL1R
349,1,syn,URXR,IL2VR
350,1,syn,URXR,AUAR
351,2,syn,URXR,RIR
352,1,syn,URXR,RMGR
353,6,syn,URXR,URBR
354,1,syn,URYDL,IL1DL
355,1,syn,URYDL,OLLL
356,2,syn,URYDL,CEPDL
357,1,syn,URYDL,RMDDR
358,1,syn,URYDR,CEPDR
359,1,syn,URYDR,URADR
360,1,syn,URYVL,IL1VL
361,1,syn,URYVR,RIH
362,1,syn,URYVR,RIS
363,2,syn,AQR,AVHR
364,4,syn,AQR,DVA
365,1,syn,AQR,PVPL
366,2,syn,AQR,PVPR
367,1,syn,AQR,PVCR
368,1,syn,PQR,PVNL
369,2,syn,PQR,PVNR
370,1,syn,PQR,AVDR
371,1,syn,PQR,LUAR
372,5,syn,AUAL,ADFL
373,1,syn,AUAL,IL2DL
374,5,syn,AUAL,URXL
375,1,syn,AUAL,RIBL
376,1,syn,AUAL,RIR
377,1,syn,AUAL,DVA
378,4,syn,AUAR,ADFR
379,1,syn,AUAR,AWAR
380,4,syn,AUAR,URXR
381,1,syn,AUAR,AINL
382,1,syn,AUAR,AINR
383,1,syn,AUAR,RIH
384,1,syn,AUAR,DVA
385,2,syn,ADEL,IL2L
386,2,syn,ADEL,FLPL
387,2,syn,ADEL,ADER
388,1,syn,ADEL,ALA
389,3,syn,ADEL,BDUL
390,2,syn,ADER,IL2R
391,2,syn,ADER,AVM
392,1,syn,ADER,ALNR
393,2,syn,ADER,FLPL
394,2,syn,ADER,FLPR
395,1,syn,ADER,ADEL
396,1,syn,ADER,BDUR
397,1,syn,ADER,AVAR
398,7,syn,PDEL,PVM
399,2,syn,PDEL,PLMR
400,3,syn,PDEL,AVKL
401,3,syn,PDEL,DVA
402,1,syn,PDEL,PVR
403,1,syn,PDEL,PVCR
404,1,syn,PDEL,AVAR
405,8,syn,PDER,PVM
406,3,syn,PDER,PLMR
407,1,syn,PDER,PDEL
408,1,syn,PDER,AVFL
409,1,syn,PDER,AVKL
410,1,syn,PDER,PVR
411,1,syn,PDER,AVAR
412,6,syn,PHAL,PHAR
413,2,syn,PHAL,AVG
414,5,syn,PHAR,PHAL
415,5,syn,PHBL,PHAL
416,1,syn,PHBL,PHAR
417,1,syn,PHBL,PHBR
418,1,syn,PHBL,LUAL
419,5,syn,PHBR,PHAL
420,5,syn,PHBR,PHAR
421,1,syn,PHBR,PHBL
422,1,syn,PHCL,PHCR
423,1,syn,PHCL,DVB
424,6,syn,AIAL,ADLL
425,3,syn,AIAL,ASEL
426,2,syn,AIAL,ASER
427,9,syn,AIAL,ASGL
428,7,syn,AIAL,ASHL
429,1,syn,AIAL,ASIR
430,11,syn,AIAL,ASKL
431,2,syn,AIAL,AWCL
432,3,syn,AIAL,AIZL
433,5,syn,AIAL,AIML
434,2,syn,AIAL,AINR
435,6,syn,AIAL,PVQL
436,1,syn,AIAL,HSNL
437,10,syn,AIAR,ADLR
438,3,syn,AIAR,ASER
439,10,syn,AIAR,ASGR
440,10,syn,AIAR,ASHR
441,3,syn,AIAR,ASIR
442,11,syn,AIAR,ASKR
443,4,syn,AIAR,AWCL
444,2,syn,AIAR,AWCR
445,1,syn,AIAR,AIZR
446,5,syn,AIAR,AIMR
447,7,syn,AIAR,PVQR
448,7,syn,AIBL,ADLL
449,7,syn,AIBL,ASEL
450,2,syn,AIBL,ASER
451,3,syn,AIBL,ASGL
452,5,syn,AIBL,ASHL
453,1,syn,AIBL,ASIL
454,2,syn,AIBL,ASKL
455,2,syn,AIBL,AWCL
456,2,syn,AIBL,FLPL
457,1,syn,AIBL,BAGL
458,10,syn,AIBL,AIAL
459,4,syn,AIBL,AIZL
460,8,syn,AIBL,AIZR
461,1,syn,AIBL,ADAL
462,1,syn,AIBL,ADAR
463,2,syn,AIBL,AINR
464,2,syn,AIBL,RIBR
465,2,syn,AIBL,SDQR
466,1,syn,AIBL,DVC
467,2,syn,AIBL,PVT
468,1,syn,AIBL,SAADL
469,1,syn,AIBL,SAAVL
470,4,syn,AIBL,RIMR
471,1,syn,AIBL,HSNR
472,1,syn,AIBR,ADLL
473,10,syn,AIBR,ADLR
474,4,syn,AIBR,ASEL
475,10,syn,AIBR,ASER
476,2,syn,AIBR,ASGR
477,3,syn,AIBR,ASHR
478,1,syn,AIBR,ASIR
479,1,syn,AIBR,AWBL
480,1,syn,AIBR,AWCL
481,4,syn,AIBR,AWCR
482,2,syn,AIBR,FLPL
483,1,syn,AIBR,FLPR
484,14,syn,AIBR,AIAR
485,8,syn,AIBR,AIZL
486,1,syn,AIBR,AIZR
487,2,syn,AIBR,ADAL
488,1,syn,AIBR,ADAR
489,2,syn,AIBR,RIBL
490,1,syn,AIBR,RMGL
491,1,syn,AIBR,SDQL
492,3,syn,AIBR,DVC
493,4,syn,AIBR,PVT
494,1,syn,AIBR,SAADR
495,1,syn,AIBR,VB01
496,1,syn,AIBR,HSNR
497,13,syn,AIYL,ASEL
498,4,syn,AIYL,ASER
499,2,syn,AIYL,ASIL
500,1,syn,AIYL,AWAL
501,10,syn,AIYL,AWCL
502,4,syn,AIYL,AWCR
503,7,syn,AIYL,AFDL
504,1,syn,AIYL,BAGR
505,1,syn,AIYL,AIBL
506,1,syn,AIYR,ADFR
507,6,syn,AIYR,ASEL
508,14,syn,AIYR,ASER
509,1,syn,AIYR,ASGR
510,2,syn,AIYR,AWAR
511,9,syn,AIYR,AWCR
512,13,syn,AIYR,AFDR
513,1,syn,AIYR,AUAR
514,12,syn,AIZL,ADFL
515,1,syn,AIZL,ASIL
516,10,syn,AIZL,AWAL
517,9,syn,AIZL,AWBL
518,1,syn,AIZL,AIAL
519,13,syn,AIZL,AIYL
520,4,syn,AIZL,RIH
521,6,syn,AIZL,RIR
522,3,syn,AIZL,DVA
523,2,syn,AIZL,HSNL
524,1,syn,AIZL,HSNR
525,8,syn,AIZR,ADFR
526,7,syn,AIZR,AWAR
527,4,syn,AIZR,AWBR
528,1,syn,AIZR,AIAR
529,8,syn,AIZR,AIYR
530,1,syn,AIZR,RIBR
531,1,syn,AIZR,RIGL
532,4,syn,AIZR,RIH
533,5,syn,AIZR,RIR
534,1,syn,AIZR,HSNL
535,1,syn,AIZR,HSNR
536,1,syn,ADAL,ADFL
537,1,syn,ADAL,ASHL
538,1,syn,ADAL,AWAL
539,1,syn,ADAL,ADEL
540,1,syn,ADAL,AIAL
541,1,syn,ADAL,RMGL
542,1,syn,ADAL,PVPL
543,1,syn,ADAL,PVR
544,1,syn,ADAR,ADFR
545,2,syn,ADAR,ASHR
546,1,syn,ADAR,ADER
547,1,syn,ADAR,AIAR
548,1,syn,ADAR,RICL
549,1,syn,ADAR,RICR
550,1,syn,ADAR,RMGR
551,1,syn,ADAR,URBR
552,1,syn,ADAR,RIMR
553,2,syn,AIML,ASKL
554,2,syn,AIML,AIAL
555,1,syn,AIMR,ASKR
556,1,syn,AIMR,RMGR
557,1,syn,AINR,ASGL
558,1,syn,AINR,AFDL
559,2,syn,ALA,ADLL
560,1,syn,ALA,ADER
561,6,syn,BDUL,ALML
562,3,syn,BDUL,AVM
563,1,syn,BDUL,ADEL
564,1,syn,BDUL,AVKR
565,2,syn,BDUL,PVNL
566,1,syn,BDUL,PVNR
567,1,syn,BDUR,CEPDR
568,5,syn,BDUR,ALMR
569,4,syn,BDUR,AVM
570,2,syn,BDUR,PVNL
571,4,syn,BDUR,PVNR
572,1,syn,BDUR,HSNR
573,1,syn,RIPL,ADLL
574,1,syn,RIPL,ASHL
575,2,syn,RIPL,IL1DL
576,4,syn,RIPL,IL1VL
577,10,syn,RIPL,IL2DL
578,11,syn,RIPL,IL2VL
579,1,syn,RIPL,OLQVL
580,2,syn,RIPL,CEPDL
581,1,syn,RIPL,CEPVL
582,1,syn,RIPL,ADAL
583,5,syn,RIPL,RIH
584,3,syn,RIPL,PVR
585,3,syn,RIPL,URADL
586,3,syn,RIPL,URAVL
587,5,syn,RIPR,IL1DR
588,6,syn,RIPR,IL1VR
589,11,syn,RIPR,IL2DR
590,15,syn,RIPR,IL2VR
591,2,syn,RIPR,OLQVR
592,1,syn,RIPR,CEPVR
593,3,syn,RIPR,URXR
594,1,syn,RIPR,ADAR
595,1,syn,RIPR,RIFR
596,6,syn,RIPR,RIH
597,3,syn,RIPR,PVR
598,3,syn,RIPR,URADR
599,3,syn,RIPR,URAVR
600,15,syn,RIAL,ADFL
601,4,syn,RIAL,ASHL
602,3,syn,RIAL,AWBL
603,3,syn,RIAL,AWCL
604,1,syn,RIAL,IL2VL
605,5,syn,RIAL,BAGR
606,8,syn,RIAL,URXL
607,1,syn,RIAL,URYVL
608,3,syn,RIAL,AQR
609,5,syn,RIAL,AUAL
610,1,syn,RIAL,ADEL
611,1,syn,RIAL,AIBR
612,7,syn,RIAL,AIYL
613,8,syn,RIAL,AIZL
614,4,syn,RIAL,RIAR
615,3,syn,RIAL,RIBL
616,11,syn,RIAL,RIH
617,5,syn,RIAL,RIR
618,1,syn,RIAL,DVA
619,4,syn,RIAL,RMDL
620,3,syn,RIAL,RMDR
621,1,syn,RIAL,RIVL
622,2,syn,RIAL,RIVR
623,1,syn,RIAL,SMDDL
624,2,syn,RIAL,SMDDR
625,3,syn,RIAL,SMDVL
626,7,syn,RIAL,SMDVR
627,16,syn,RIAR,ADFR
628,1,syn,RIAR,ASEL
629,2,syn,RIAR,ASHR
630,1,syn,RIAR,AWBR
631,2,syn,RIAR,IL2VR
632,5,syn,RIAR,BAGL
633,3,syn,RIAR,URXR
634,1,syn,RIAR,URYVR
635,2,syn,RIAR,AQR
636,6,syn,RIAR,AUAR
637,6,syn,RIAR,AIYR
638,7,syn,RIAR,AIZR
639,1,syn,RIAR,RIAL
640,2,syn,RIAR,RIBR
641,8,syn,RIAR,RIH
642,1,syn,RIAR,RIR
643,2,syn,RIAR,DVA
644,2,syn,RIAR,PVPR
645,3,syn,RIAR,RMDL
646,7,syn,RIAR,RMDR
647,1,syn,RIAR,RIVL
648,2,syn,RIAR,RIVR
649,2,syn,RIAR,SMDDL
650,1,syn,RIAR,SMDDR
651,8,syn,RIAR,SMDVL
652,5,syn,RIAR,SMDVR
653,1,syn,RIBL,ASIL
654,1,syn,RIBL,IL2DL
655,8,syn,RIBL,OLLL
656,2,syn,RIBL,CEPDL
657,1,syn,RIBL,BAGL
658,4,syn,RIBL,BAGR
659,1,syn,RIBL,URYDL
660,2,syn,RIBL,URYVL
661,9,syn,RIBL,AUAL
662,4,syn,RIBL,AIBR
663,4,syn,RIBL,AIYL
664,1,syn,RIBL,AINL
665,2,syn,RIBL,AINR
666,1,syn,RIBL,RIGL
667,5,syn,RIBL,RIH
668,3,syn,RIBL,RIS
669,1,syn,RIBL,DVC
670,1,syn,RIBL,RIML
671,1,syn,RIBL,RMED
672,10,syn,RIBR,OLLR
673,1,syn,RIBR,CEPDR
674,7,syn,RIBR,BAGL
675,1,syn,RIBR,URYDR
676,1,syn,RIBR,URYVR
677,13,syn,RIBR,AUAR
678,4,syn,RIBR,AIBL
679,2,syn,RIBR,AIYR
680,2,syn,RIBR,AINL
681,1,syn,RIBR,RIGR
682,4,syn,RIBR,RIH
683,5,syn,RIBR,RIS
684,1,syn,RIBR,DVC
685,1,syn,RIBR,RIMR
686,1,syn,RIBR,RMED
687,1,syn,RICL,ADLR
688,1,syn,RICL,IL2L
689,1,syn,RICL,OLQDR
690,1,syn,RICL,OLQVL
691,2,syn,RICL,CEPDL
692,4,syn,RICL,CEPDR
693,7,syn,RICL,CEPVL
694,2,syn,RICL,CEPVR
695,1,syn,RICL,URXL
696,2,syn,RICL,ADAL
697,1,syn,RICL,ADAR
698,1,syn,RICR,ADLR
699,1,syn,RICR,IL2DR
700,1,syn,RICR,OLQDL
701,1,syn,RICR,OLQDR
702,1,syn,RICR,OLQVR
703,4,syn,RICR,CEPDL
704,3,syn,RICR,CEPDR
705,4,syn,RICR,CEPVL
706,4,syn,RICR,CEPVR
707,1,syn,RICR,ADAL
708,1,syn,RICR,SDQL
709,1,syn,RICR,SDQR
710,1,syn,RICR,URBL
711,1,syn,RICR,URBR
712,1,syn,RIFL,ADEL
713,1,syn,RIFL,AIAL
714,1,syn,RIFL,AIBL
