connectomeId,numOfEdges,edgeTypeName,neuronReceiver,neuronSender
2064,1,syn,VA06,AVDR
2065,1,syn,VA06,VD06
2066,1,syn,VA06,HSNR
2067,1,syn,VA07,AVBL
2068,9,syn,VA08,AVAL
2069,12,syn,VA08,AVAR
2070,1,syn,VA08,VB06
2071,4,syn,VA08,VD08
2072,1,syn,VA09,PVDR
2073,1,syn,VA09,PDEL
2074,7,syn,VA09,AVAL
2075,6,syn,VA09,AVAR
2076,1,syn,VA09,AVBR
2077,1,syn,VA09,VA08
2078,9,syn,VA09,VB08
2079,5,syn,VA10,AVAL
2080,4,syn,VA10,AVAR
2081,1,syn,VA10,AVBL
2082,1,syn,VA11,AVG
2083,6,syn,VA11,AVAL
2084,8,syn,VA11,AVAR
2085,1,syn,VA11,AVDR
2086,1,syn,VA11,VA12
2087,1,syn,VA11,VD11
2088,3,syn,VA11,VD12
2089,1,syn,VA12,PHBL
2090,2,syn,VA12,PHBR
2091,2,syn,VA12,PHCL
2092,1,syn,VA12,PHCR
2093,1,syn,VA12,DVA
2094,1,syn,VA12,PVWL
2095,1,syn,VA12,PVWR
2096,2,syn,VA12,AVAL
2097,1,syn,VA12,VB11
2098,2,syn,VA12,VD12
2099,1,syn,VA12,VD13
2100,1,syn,VB01,FLPR
2101,3,syn,VB01,AIBR
2102,1,syn,VB01,AVFL
2103,1,syn,VB01,DVA
2104,2,syn,VB01,VA02
2105,1,syn,VB02,AIZL
2106,1,syn,VB02,AVBL
2107,3,syn,VB02,VD02
2108,2,syn,VB02,VD03
2109,1,syn,VB03,PVCL
2110,2,syn,VB03,VA04
2111,1,syn,VB04,PVCL
2112,3,syn,VB04,PVCR
2113,2,syn,VB04,VD05
2114,1,syn,VB05,PVCL
2115,2,syn,VB05,VA06
2116,2,syn,VB05,VD06
2117,2,syn,VB06,PVCL
2118,2,syn,VB06,PVCR
2119,1,syn,VB06,VA08
2120,3,syn,VB07,PVCR
2121,1,syn,VB07,VB06
2122,1,syn,VB08,PVCL
2123,1,syn,VB08,PVCR
2124,1,syn,VB08,DD05
2125,1,syn,VB08,VA08
2126,6,syn,VB08,VA09
2127,1,syn,VB08,VB09
2128,3,syn,VB09,VB08
2129,2,syn,VB09,VD10
2130,2,syn,VB10,PVCL
2131,1,syn,VB10,PVCR
2132,1,syn,VB10,VA11
2133,1,syn,VB10,VD11
2134,1,syn,VB10,VD12
2135,2,syn,VB11,DVA
2136,1,syn,VB11,PVCL
2137,1,syn,VB11,VD12
2138,1,syn,VD01,AVHL
2139,1,syn,VD01,PVQR
2140,17,syn,VD01,DA01
2141,2,syn,VD01,DA02
2142,21,syn,VD01,DB01
2143,5,syn,VD01,AS01
2144,2,syn,VD01,VA01
2145,2,syn,VD01,VA02
2146,3,syn,VD01,VB01
2147,4,syn,VD01,VC01
2148,2,syn,VD01,VC02
2149,1,syn,VD01,VC03
2150,1,syn,VD02,AVEL
2151,1,syn,VD02,DA01
2152,11,syn,VD02,DA02
2153,15,syn,VD02,DB01
2154,10,syn,VD02,AS02
2155,1,syn,VD02,AS03
2156,1,syn,VD02,DD01
2157,8,syn,VD02,VA02
2158,3,syn,VD02,VA03
2159,1,syn,VD02,VB01
2160,9,syn,VD02,VB02
2161,1,syn,VD02,VC01
2162,2,syn,VD02,VC02
2163,1,syn,VD02,VC03
2164,1,syn,VD03,AVBR
2165,1,syn,VD03,AVEL
2166,5,syn,VD03,DA02
2167,25,syn,VD03,DA03
2168,1,syn,VD03,DB01
2169,23,syn,VD03,DB02
2170,15,syn,VD03,AS03
2171,1,syn,VD03,DD02
2172,3,syn,VD03,VA03
2173,3,syn,VD03,VB02
2174,1,syn,VD03,VC01
2175,1,syn,VD03,VC03
2176,6,syn,VD04,DA03
2177,12,syn,VD04,DA04
2178,4,syn,VD04,DA06
2179,14,syn,VD04,DB02
2180,9,syn,VD04,DB03
2181,11,syn,VD04,AS04
2182,1,syn,VD04,DD02
2183,3,syn,VD04,VA04
2184,2,syn,VD04,HSNR
2185,2,syn,VD04,VC01
2186,5,syn,VD04,VC02
2187,2,syn,VD04,VC03
2188,2,syn,VD05,RID
2189,15,syn,VD05,DA04
2190,1,syn,VD05,DA05
2191,3,syn,VD05,DA06
2192,1,syn,VD05,DB02
2193,26,syn,VD05,DB03
2194,9,syn,VD05,AS05
2195,2,syn,VD05,VA05
2196,1,syn,VD05,VA06
2197,5,syn,VD05,VC01
2198,5,syn,VD05,VC02
2199,4,syn,VD05,VC03
2200,1,syn,VD06,PVNR
2201,16,syn,VD06,DA05
2202,3,syn,VD06,DA06
2203,7,syn,VD06,DB03
2204,13,syn,VD06,DB04
2205,13,syn,VD06,AS06
2206,2,syn,VD06,VA06
2207,7,syn,VD06,VB05
2208,1,syn,VD06,VB06
2209,1,syn,VD06,VC01
2210,1,syn,VD06,VC02
2211,4,syn,VD06,VC03
2212,1,syn,VD07,PVNR
2213,9,syn,VD07,VA07
2214,5,syn,VD07,VA08
2215,8,syn,VD07,VB06
2216,5,syn,VD07,VC03
2217,5,syn,VD08,VA08
2218,1,syn,VD09,DD05
2219,10,syn,VD09,VA09
2220,10,syn,VD09,VB08
2221,1,syn,VD10,PVDL
2222,1,syn,VD10,VB08
2223,5,syn,VD10,VB09
2224,1,syn,VD11,PDEL
2225,1,syn,VD11,AVFR
2226,1,syn,VD11,VB10
2227,4,syn,VD12,AVL
2228,1,syn,VD12,PVNR
2229,4,syn,VD12,VA11
2230,3,syn,VD12,VA12
2231,2,syn,VD12,VB10
2232,1,syn,VD13,RID
2233,2,syn,VD13,AVAR
2234,1,syn,VD13,DA09
2235,3,syn,VD13,PDA
2236,2,syn,VD13,DB07
2237,2,syn,VD13,AS11
2238,4,syn,VD13,PDB
2239,11,syn,VD13,VA12
2240,1,syn,HSNL,ASJL
2241,1,syn,HSNL,PLML
2242,1,syn,HSNL,AIAL
2243,1,syn,HSNL,AIYR
2244,1,syn,HSNL,AIMR
2245,1,syn,HSNL,BDUL
2246,1,syn,HSNL,RIR
2247,1,syn,HSNL,AVFL
2248,2,syn,HSNL,PVQL
2249,1,syn,HSNL,HSNR
2250,1,syn,HSNL,VC05
2251,1,syn,HSNR,ASHR
2252,1,syn,HSNR,ASJL
2253,1,syn,HSNR,ASJR
2254,1,syn,HSNR,PLMR
2255,1,syn,HSNR,AIYL
2256,2,syn,HSNR,AIMR
2257,4,syn,HSNR,BDUR
2258,1,syn,HSNR,RIFR
2259,1,syn,HSNR,AVFR
2260,1,syn,HSNR,AVJL
2261,1,syn,HSNR,AVL
2262,1,syn,HSNR,PVNR
2263,1,syn,HSNR,PVQR
2264,1,syn,HSNR,AVBR
2265,3,syn,HSNR,HSNL
2266,1,syn,HSNR,VC03
2267,4,syn,VC01,VC02
2268,2,syn,VC01,VC03
2269,1,syn,VC01,VC04
2270,2,syn,VC02,PVNR
2271,1,syn,VC02,VB02
2272,3,syn,VC02,HSNR
2273,3,syn,VC02,VC01
2274,1,syn,VC02,VC03
2275,1,syn,VC03,PVNR
2276,1,syn,VC03,AVBL
2277,1,syn,VC03,HSNR
2278,1,syn,VC03,VC01
2279,4,syn,VC03,VC02
2280,4,syn,VC03,VC04
2281,1,syn,VC03,VC05
2282,1,syn,VC04,VC05
2283,3,syn,VC05,HSNL
2284,1,syn,VC05,VC04
2285,1,gap,I1L,I1R
2286,1,gap,I1L,I2L
2287,1,gap,I1L,I2R
2288,1,gap,I1L,I5
2289,1,gap,I1L,MI
2290,1,gap,I1L,RIPL
2291,1,gap,I1L,RIPR
2292,1,gap,I2L,I1R
2293,1,gap,I2L,I1L
2294,1,gap,I2L,M1
2295,1,gap,I2R,I1R
2296,1,gap,I2R,I1L
2297,1,gap,I2R,M1
2298,1,gap,ADEL,AINL
2299,1,gap,ADEL,AVKR
2300,1,gap,I5,I1R
2301,1,gap,I5,MI
2302,1,gap,I5,I1L
2303,1,gap,I5,M5
2304,1,gap,ADER,AVKL
2305,1,gap,MI,I1R
2306,1,gap,MI,I5
2307,1,gap,MI,I1L
2308,1,gap,MI,M1
2309,1,gap,MI,M2L
2310,1,gap,MI,M2R
2311,1,gap,MI,I3
2312,1,gap,MI,I4
2313,1,gap,MI,MCL
2314,1,gap,MI,MCR
2315,1,gap,MI,M3L
2316,1,gap,MI,M3R
2317,1,gap,ADFL,ADAL
2318,1,gap,ADFR,ADAR
2319,1,gap,ADFR,AIAR
2320,1,gap,ASHL,ADAL
2321,1,gap,ASHL,AIZL
2322,1,gap,ASHL,ASHR
2323,1,gap,ASHL,RMGL
2324,2,gap,ASHL,RICL
2325,1,gap,ADLL,ADLR
2326,1,gap,ADLL,AVDR
2327,1,gap,ADLL,OLQVL
2328,1,gap,ADLL,RMGL
2329,1,gap,ADLR,ADLL
2330,1,gap,I1R,I2L
2331,1,gap,I1R,I2R
2332,1,gap,I1R,I5
2333,1,gap,I1R,MI
2334,1,gap,I1R,RIPL
2335,1,gap,I1R,RIPR
2336,1,gap,I1R,I1L
2337,1,gap,AFDL,AFDR
2338,1,gap,AFDL,AIBL
2339,1,gap,M1,I2L
2340,1,gap,M1,I2R
2341,1,gap,M1,MI
2342,1,gap,M1,I3
2343,1,gap,M1,I4
2344,1,gap,AFDR,AFDL
2345,1,gap,AFDR,AIBR
2346,1,gap,AIAL,AIAR
2347,2,gap,AIAL,ASIL
2348,1,gap,AIAL,AWAL
2349,1,gap,ASHR,ADAR
2350,1,gap,ASHR,AIZR
2351,1,gap,ASHR,ASHL
2352,1,gap,ASHR,ASKR
2353,2,gap,ASHR,RICR
2354,1,gap,ASHR,RMGR
2355,1,gap,AIAR,ADFR
2356,1,gap,AIAR,AIAL
2357,2,gap,AIAR,ASIR
2358,1,gap,AIAR,AWAR
2359,1,gap,AIBL,AFDL
2360,1,gap,AIBL,DVC
2361,3,gap,AIBL,RIGR
2362,1,gap,AIBL,PVT
2363,1,gap,AIBL,RIMR
2364,1,gap,AIBL,RIVL
2365,1,gap,AIBR,AFDR
2366,2,gap,AIBR,DVC
2367,3,gap,AIBR,RIGL
2368,1,gap,AIBR,PVT
2369,1,gap,AIBR,RIML
2370,1,gap,AIBR,RIS
2371,1,gap,AIBR,RIVR
2372,1,gap,M5,I5
2373,1,gap,M5,M2L
2374,1,gap,M5,M2R
2375,1,gap,M5,M5
2376,1,gap,M5,M4
2377,1,gap,M5,I6
2378,1,gap,I3,MI
2379,1,gap,I3,M1
2380,1,gap,I3,M2L
2381,1,gap,I3,M2R
2382,1,gap,I4,MI
2383,1,gap,I4,M1
2384,1,gap,ALML,AVM
2385,1,gap,ALML,PVR
2386,1,gap,ALMR,AVM
2387,1,gap,M2L,MI
2388,1,gap,M2L,M2R
2389,1,gap,M2L,M5
2390,1,gap,M2L,M4
2391,1,gap,M2L,I3
2392,1,gap,M2L,MCL
2393,1,gap,M2L,MCR
2394,1,gap,ALNL,SMBDR
2395,1,gap,M2R,MI
2396,1,gap,M2R,M2L
2397,1,gap,M2R,M5
2398,1,gap,M2R,M4
2399,1,gap,M2R,I3
2400,1,gap,M2R,MCL
2401,1,gap,M2R,MCR
2402,1,gap,M2R,M3L
2403,1,gap,M2R,M3R
2404,1,gap,M3L,MI
2405,1,gap,M3L,M2R
2406,1,gap,M3L,MCL
2407,1,gap,M3L,MCR
2408,1,gap,M3L,M3R
2409,1,gap,AQR,AVBL
2410,2,gap,AQR,AVKL
2411,1,gap,AQR,AVKR
2412,2,gap,AQR,RIGL
2413,1,gap,AQR,RIGR
2414,7,gap,AQR,PVPL
2415,9,gap,AQR,PVPR
2416,1,gap,M3R,MI
2417,1,gap,M3R,M2R
2418,1,gap,M3R,MCL
2419,1,gap,M3R,MCR
2420,1,gap,M3R,M3L
2421,1,gap,MCL,MI
2422,1,gap,MCL,M2L
2423,1,gap,MCL,M2R
2424,1,gap,MCL,M3L
2425,1,gap,MCL,M3R
2426,1,gap,MCR,MI
2427,1,gap,MCR,M2L
2428,1,gap,MCR,M2R
2429,1,gap,MCR,M3L
2430,1,gap,MCR,M3R
2431,1,gap,OLQVL,ADLL
2432,1,gap,OLQVL,CEPVL
2433,1,gap,OLQVL,RIBL
2434,1,gap,OLQVL,RIGL
2435,1,gap,OLQVL,URBL
2436,1,gap,OLQVL,RMDDL
2437,1,gap,ASGL,AINR
2438,1,gap,ASGL,AIZL
2439,1,gap,ASGR,AINL
2440,1,gap,ASGR,AIZR
2441,2,gap,ASIL,AIAL
2442,1,gap,ASIL,ASIR
2443,2,gap,ASIR,AIAR
2444,1,gap,ASIR,ASIL
2445,1,gap,ASJL,ASJR
2446,1,gap,ASJR,ASJL
2447,1,gap,AWAL,AIAL
2448,1,gap,AWAL,AWAR
2449,1,gap,ASKL,ASKR
2450,1,gap,ASKL,RMGL
2451,5,gap,ASKL,PVQL
2452,1,gap,ASKR,ASHR
2453,1,gap,ASKR,ASKL
2454,1,gap,ASKR,RMGR
2455,4,gap,ASKR,PVQR
2456,1,gap,AUAL,AINR
2457,1,gap,AUAL,AUAR
2458,1,gap,AUAL,AWBL
2459,1,gap,AUAR,AINL
2460,1,gap,AUAR,AUAL
2461,1,gap,AUAR,AWBR
2462,1,gap,AWAR,AIAR
2463,1,gap,AWAR,AIZR
2464,1,gap,AWAR,AWAL
2465,1,gap,M4,M2L
2466,1,gap,M4,M2R
2467,1,gap,M4,M5
2468,1,gap,M4,M4
2469,1,gap,M4,I6
2470,1,gap,AVM,ALML
2471,1,gap,AVM,ALMR
2472,2,gap,AVM,AVDL
2473,1,gap,AWBL,AUAL
2474,1,gap,AWBL,AWBR
2475,1,gap,AWBL,RMGL
2476,1,gap,AWBR,AUAR
2477,1,gap,AWBR,AWBL
2478,1,gap,AWBR,RICL
2479,1,gap,AWBR,RMGR
2480,1,gap,BAGL,BAGR
2481,1,gap,BAGL,RIGR
2482,1,gap,BAGL,RIR
2483,1,gap,BAGR,BAGL
2484,1,gap,BAGR,RIGL
2485,1,gap,BAGR,RIR
2486,1,gap,CEPDL,OLQDL
2487,1,gap,CEPDL,RIH
2488,2,gap,CEPDR,OLQDR
2489,1,gap,CEPDR,RIH
2490,1,gap,CEPVL,OLQVL
2491,1,gap,CEPVL,RIH
2492,1,gap,CEPVR,OLQVR
2493,1,gap,CEPVR,RIH
2494,1,gap,I6,M5
2495,1,gap,I6,M4
2496,1,gap,FLPL,AVAL
2497,1,gap,FLPL,AVDL
2498,2,gap,FLPL,FLPR
2499,1,gap,FLPL,RIH
2500,1,gap,FLPR,AVDL
2501,1,gap,FLPR,AVDR
2502,2,gap,FLPR,FLPL
2503,1,gap,IL1DL,IL1DR
2504,1,gap,IL1DL,IL1L
2505,1,gap,IL1DL,OLLL
2506,1,gap,IL1DL,RMEV
2507,1,gap,IL1DR,IL1DL
2508,1,gap,IL1DR,IL1R
2509,1,gap,IL1DR,RMEV
2510,1,gap,IL1DR,OLLR
2511,1,gap,IL1VL,IL1VR
2512,1,gap,IL1VL,IL1L
2513,1,gap,IL1VL,RMED
2514,1,gap,IL1VR,IL1VL
2515,1,gap,IL1VR,IL1R
2516,1,gap,IL1VR,IL2R
2517,1,gap,IL1L,IL1DL
2518,1,gap,IL1L,IL1VL
2519,1,gap,IL1R,IL1DR
2520,1,gap,IL1R,IL1VR
2521,1,gap,IL2L,RMGL
2522,1,gap,IL2R,RMGR
2523,1,gap,IL2R,IL1VR
2524,1,gap,IL2R,URXR
2525,1,gap,URYDL,AVAL
2526,1,gap,URYDL,RIGL
2527,1,gap,URYVR,AVAL
2528,1,gap,URYVR,RIGR
2529,1,gap,URYDR,AVAR
2530,1,gap,URYDR,RIGR
2531,1,gap,URYVL,AVAR
2532,1,gap,URYVL,RIGL
2533,1,gap,OLLL,IL1DL
2534,2,gap,OLLL,OLLR
2535,1,gap,OLLL,RIGL
2536,1,gap,OLLR,IL1DR
2537,2,gap,OLLR,OLLL
2538,1,gap,OLLR,RIGR
2539,1,gap,OLQDL,CEPDL
2540,2,gap,OLQDL,RIBL
2541,1,gap,OLQDL,RIGL
2542,1,gap,OLQDL,URBL
2543,1,gap,OLQDL,RMDVL
2544,2,gap,OLQDR,CEPDR
2545,2,gap,OLQDR,RIBR
2546,1,gap,OLQDR,RIGR
2547,1,gap,OLQDR,RIH
2548,1,gap,OLQDR,URBR
2549,1,gap,OLQDR,RMDVR
2550,1,gap,PHBR,AVHL
2551,3,gap,PHBR,PHBL
2552,1,gap,OLQVR,CEPVR
2553,1,gap,OLQVR,RIBR
2554,1,gap,OLQVR,RIGR
2555,1,gap,OLQVR,URBR
2556,1,gap,OLQVR,RMDDR
2557,3,gap,PDEL,PDER
2558,1,gap,PDEL,PVCR
2559,1,gap,PDEL,PVM
2560,3,gap,PDER,PDEL
2561,1,gap,PDER,PVM
2562,1,gap,PDER,VA08
2563,1,gap,PDER,VD09
2564,1,gap,PVM,AVL
2565,1,gap,PVM,PDEL
2566,1,gap,PVM,PDER
2567,2,gap,PHAL,PHAR
2568,2,gap,PHAR,PHAL
2569,3,gap,PHAR,PVPL
2570,3,gap,PHBL,PHBR
2571,1,gap,PHCL,DA09
2572,1,gap,PHCL,PHCR
2573,1,gap,PHCL,PLML
2574,1,gap,PHCL,VA12
2575,1,gap,PHCR,PHCL
2576,1,gap,PHCR,PVCR
2577,1,gap,PHCR,VA12
2578,1,gap,PLML,LUAL
2579,1,gap,PLML,PHCL
2580,1,gap,PLML,PVCL
2581,1,gap,PLMR,LUAR
2582,1,gap,PLMR,PVCR
2583,2,gap,PLMR,PVR
2584,4,gap,PQR,PVPL
2585,1,gap,URXL,RMGL
2586,1,gap,URXR,RMGR
2587,1,gap,URXR,IL2R
2588,1,gap,AIBR,DB01
2589,1,gap,AIYL,AIYR
2590,1,gap,AIYL,RIML
2591,1,gap,AIYR,AIYL
2592,1,gap,AIYR,RIMR
2593,1,gap,AIZL,ASGL
2594,1,gap,AIZL,ASHL
2595,2,gap,AIZL,AIZR
2596,1,gap,AIZR,ASGR
2597,1,gap,AIZR,ASHR
2598,1,gap,AIZR,AWAR
2599,2,gap,AIZR,AIZL
2600,1,gap,ADAL,ADFL
2601,1,gap,ADAL,ASHL
2602,1,gap,ADAL,ADAR
2603,1,gap,ADAL,PVQL
2604,2,gap,ADAL,AVDR
2605,1,gap,ADAR,ADFR
2606,1,gap,ADAR,ASHR
2607,1,gap,ADAR,ADAL
2608,1,gap,ADAR,PVQR
2609,2,gap,ADAR,AVDL
2610,1,gap,AIML,SIBDR
2611,1,gap,AINL,ASGR
2612,1,gap,AINL,AUAR
2613,1,gap,AINL,ADEL
2614,2,gap,AINL,AINR
2615,1,gap,AINR,ASGL
2616,1,gap,AINR,AUAL
2617,2,gap,AINR,AINL
2618,1,gap,ALA,RID
2619,1,gap,RIPL,I1L
2620,1,gap,RIPL,I1R
2621,1,gap,RIPL,RMED
2622,1,gap,RIPR,I1L
2623,1,gap,RIPR,I1R
2624,1,gap,RIPR,RMED
2625,2,gap,RIBL,OLQDL
2626,1,gap,RIBL,OLQVL
2627,1,gap,RIBL,RIBL
2628,3,gap,RIBL,RIBR
2629,1,gap,RIBL,RIGL
2630,1,gap,RIBL,SIADL
2631,1,gap,RIBL,SIAVL
2632,1,gap,RIBL,SIBDL
2633,1,gap,RIBL,SIBVL
2634,1,gap,RIBL,SIBVR
2635,1,gap,RIBL,PVT
2636,1,gap,RIBL,AVBL
2637,1,gap,RIBL,AVBR
2638,1,gap,RIBL,SMBDL
2639,1,gap,RIBL,SMDDL
2640,2,gap,RIBL,SMDVR
2641,2,gap,RIBR,OLQDR
2642,1,gap,RIBR,OLQVR
2643,3,gap,RIBR,RIBL
2644,1,gap,RIBR,RIBR
2645,1,gap,RIBR,RIGR
2646,1,gap,RIBR,SIADR
2647,1,gap,RIBR,SIAVR
2648,1,gap,RIBR,SIBDR
2649,1,gap,RIBR,SIBVR
2650,1,gap,RIBR,PVT
2651,1,gap,RIBR,AVBL
2652,1,gap,RIBR,AVBR
2653,1,gap,RIBR,SMBDR
2654,1,gap,RIBR,SMDDL
2655,1,gap,RIBR,SMDDR
2656,2,gap,RIBR,SMDVL
2657,2,gap,RICL,ASHL
2658,1,gap,RICL,AWBR
2659,1,gap,RICL,AVKL
2660,1,gap,RICL,AVKR
2661,2,gap,RICR,ASHR
2662,1,gap,RICR,AVKL
2663,1,gap,RIFL,AVG
2664,1,gap,RIFL,VD01
2665,1,gap,RIFR,AVG
2666,1,gap,RIGL,OLQDL
2667,1,gap,RIGL,OLQVL
2668,1,gap,RIGL,OLLL
2669,1,gap,RIGL,BAGR
2670,1,gap,RIGL,URYDL
2671,1,gap,RIGL,URYVL
2672,2,gap,RIGL,AQR
2673,3,gap,RIGL,AIBR
2674,1,gap,RIGL,RIBL
2675,3,gap,RIGL,RIGR
2676,1,gap,RIGL,AVKL
2677,1,gap,RIGL,RMEL
2678,1,gap,RIGL,VB02
2679,2,gap,RIGL,VD01
2680,1,gap,RIGR,OLQDR
2681,1,gap,RIGR,OLQVR
2682,1,gap,RIGR,OLLR
2683,1,gap,RIGR,BAGL
2684,1,gap,RIGR,URYDR
2685,1,gap,RIGR,URYVR
2686,1,gap,RIGR,AQR
2687,3,gap,RIGR,AIBL
2688,1,gap,RIGR,RIBR
2689,3,gap,RIGR,RIGL
2690,1,gap,RIGR,AVKR
2691,1,gap,RIH,OLQDR
2692,1,gap,RIH,CEPDL
2693,1,gap,RIH,CEPDR
2694,1,gap,RIH,CEPVL
2695,1,gap,RIH,CEPVR
2696,1,gap,RIH,FLPL
2697,1,gap,RIR,BAGL
2698,1,gap,RIR,BAGR
2699,1,gap,RIS,AIBR
2700,1,gap,RIS,AVJL
2701,1,gap,RIS,RIML
2702,1,gap,RIS,RIMR
2703,1,gap,RIS,SMDDL
2704,1,gap,RIS,SMDDR
2705,1,gap,RIS,SMDVL
2706,1,gap,RIS,DB01
2707,1,gap,RMGL,ADLL
2708,1,gap,RMGL,ASHL
2709,1,gap,RMGL,ASKL
2710,1,gap,RMGL,AWBL
2711,1,gap,RMGL,IL2L
2712,1,gap,RMGL,URXL
2713,3,gap,RMGL,RMHL
2714,1,gap,RMGR,ASHR
2715,1,gap,RMGR,ASKR
2716,1,gap,RMGR,AWBR
2717,1,gap,RMGR,IL2R
2718,1,gap,RMGR,URXR
2719,1,gap,RMGR,RMHR
2720,1,gap,SDQL,SDQR
2721,1,gap,SDQR,SDQL
2722,1,gap,SDQR,SIBVL
2723,1,gap,SDQR,AVAL
2724,1,gap,SDQR,AVBL
2725,2,gap,SDQR,RIVL
2726,2,gap,SDQR,RIVR
2727,1,gap,SIADL,RIBL
2728,1,gap,SIADR,RIBR
2729,1,gap,SIAVL,RIBL
2730,1,gap,SIAVR,RIBR
2731,1,gap,SIBDL,RIBL
2732,1,gap,SIBDL,SIBVL
2733,1,gap,SIBDR,AIML
2734,1,gap,SIBDR,RIBR
2735,1,gap,SIBDR,SIBVR
2736,1,gap,SIBVL,RIBL
2737,1,gap,SIBVL,SDQR
2738,1,gap,SIBVL,SIBDL
2739,1,gap,SIBVL,AVBL
2740,1,gap,SIBVL,AVBR
2741,1,gap,SIBVR,RIBL
2742,1,gap,SIBVR,RIBR
2743,1,gap,SIBVR,SIBDR
2744,1,gap,SIBVR,RMHL
